path	product_area	triage	review_status
/en/subscriptions-and-notifications/how-tos/managing-subscriptions-for-activity-on-github/managing-your-subscriptions	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/how-tos/viewing-and-triaging-notifications	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/how-tos/viewing-and-triaging-notifications/managing-notifications-from-your-inbox	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/how-tos/viewing-and-triaging-notifications/triaging-a-single-notification	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/how-tos/managing-organization-notifications	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/how-tos/managing-github-actions-notifications	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/how-tos/managing-your-scheduled-reminders	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/how-tos/managing-security-notifications	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/how-tos/managing-marketing-emails-from-github	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/tutorials	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/tutorials/customizing-a-workflow-for-triaging-your-notifications	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/reference	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/reference/inbox-filters	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/reference/email-notification-headers	subscriptions-and-notifications	include-candidate	unreviewed
/en/subscriptions-and-notifications/reference/types-of-emails-github-sends	subscriptions-and-notifications	include-candidate	unreviewed
/en/authentication	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/about-authentication-to-github	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/creating-a-strong-password	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/switching-between-accounts	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/verifying-new-devices-when-signing-in	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/updating-your-github-access-credentials	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/managing-your-personal-access-tokens	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/reviewing-your-ssh-keys	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/reviewing-your-deploy-keys	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/token-expiration-and-revocation	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/revoking-your-credentials	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/reviewing-your-security-log	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/security-log-events	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/removing-sensitive-data-from-a-repository	authentication	include-candidate	unreviewed
/en/authentication/keeping-your-account-and-data-secure/about-anonymized-urls	authentication	include-candidate	unreviewed
